FID,ogc_fid,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,nombre,descripcion,direccion,url,email,contacto,horarios,precios,titularidad,tarjetajoven,accesopmr,tlfcontacto,infoesp,wkb_geometry,VEINTICUATROHORAS,fiabilidad_pct
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db9,6220918,,,,,,,-1,0,-1,,,80139,DEA_813,MERCADO DE CARRANQUE (CENTESIMAL),"CALLE VIRGEN DE LA ESPERANZA, 18",,areainnovacion@malaga.eu,,8:00-14:00h L-V y 9:00-14:00h S,,PRIVADA,No,No,952135584,,POINT (-4.4461269616295285 36.7169719356891),No,65
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db8,6220919,,,,,,,-1,0,-1,,,9208,DEA_263,"Parque Central Los Ruices (SEDE). (Edificio Taller, junto a Verificadores: puesto de control de acceso).","CAMINO MEDIO AMBIENTAL, 23",,egranadosm@limpiezademalaga.es   sjimenezm@limpiezademalaga.es,,24h,,PRIVADA,No,No,952232280,,POINT (-4.501125260517393 36.72433495150523),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db7,6220920,,,,,,,-1,0,-1,,,9209,DEA_264,Parque Central Los Ruices (SEDE). (GARITA DE VIGILANCIA ENTRADA- Puesto de control de acceso),"CAMINO MEDIO AMBIENTAL, 23",,Contacto 1: egranadosm@limpiezademalaga.es Contacto 2: sjimenezm@limpiezademalaga.es,,"Acceso 24h contactando con Puesto de Control de Acceso. 
",,PRIVADA,No,No,952232280,,POINT (-4.501105885358053 36.72435427549258),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db6,6220921,,,,,,,-1,0,-1,,,74506,DEA_754,Parque Central Los Ruices (SEDE). GARITA DE VIGILANCIA ENTRADA,"CAMINO MEDIO AMBIENTAL, 23",,,,"Posibilidad de acceso 24h contactando con Puesto de Control
de Acceso",,PRIVADA,No,No,952232280,,POINT (-4.500908668115879 36.72436948277419),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db5,6220922,,,,,,,-1,0,-1,,,80462,DEA_828,PARQUE CENTRAL LIMASA (CENTESIMAL),"CAMINO MEDIO AMBIENTAL, 23",,areainnovacion@malaga.eu,,24H,,PRIVADA,No,No,952232280,,POINT (-4.500908668115879 36.72436948277419),No,84
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db4,6220923,,,,,,,-1,0,-1,,,14184,DEA_697,GESTRISAM,"AVENIDA DE SOR TERESA PRAT, 17",,jcortes@malaga.eu,,L a V 7:15 a 16:00 h.,,MUNICIPAL,No,No,951927301,,POINT (-4.44041607777594 36.69868387126817),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db3,6220924,,,,,,,-1,0,-1,,,79098,DEA_787,EMPRESA CLUB DEPORTIVO NAGARE,"CAMINO DE SAN RAFAEL, 91",,nagareclub@mail.com,,laborales de 17.00 a 21.30,,PRIVADA,No,No,,,POINT (-4.45218853310647 36.70514095222968),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db2,6220925,,,,,,,-1,0,-1,,,10365,DEA_271,"EMT, COCHERA","CAMINO DE SAN RAFAEL, 97",,mantenimiento@cordis-group.com,,L a V de 08:00 a 15:00 h.,,PRIVADA,No,No,951015370,,POINT (-4.453765762625576 36.70417254468199),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db1,6220926,,,,,,,-1,0,-1,,,11824,DEA_286,EMT EN EL TALLER,"CAMINO DE SAN RAFAEL, 97",,fvilalobos@emtsam.es,,24 H.,,MUNICIPAL,No,No,645257489,,POINT (-4.453849276827632 36.70420332424794),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1db0,6220927,,,,,,,-1,0,-1,,,14344,DEA_724,"TOTEM (CAMINO SAN RAFAEL, 7)","CAMINO DE SAN RAFAEL, 7",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.442116126329782 36.71117367426315),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1daf,6220928,,,,,,,-1,0,-1,,,7139,DEA_212,Centro Social de Mayores Puerta Blanca (Pasillo),"CALLE VIÑA DEL MAR, 6",,hogarjubiladospuertablanca@gmail.com,,De lunes a viernes de 10:0 a 13:00 y de 17:00 a 20:00.,,MUNICIPAL,No,No,605430082,,POINT (-4.453988598519723 36.69173861572458),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dae,6220929,,,,,,,-1,0,-1,,,3768,DEA_154,"Área de Juventud (planta baja, entrada)","CALLE ROGER DE FLOR, 1",,arpuente@malaga.eu,,"L a V: 8:00 a 21:30 h.

",,MUNICIPAL,No,No,951929293,,POINT (-4.433269396103811 36.71300907241277),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dad,6220930,,,,,,,-1,0,-1,,,14246,DEA_707,MERCADO DEL CARMEN,"CALLE SENADOR FRANCISCO ROMÁN, 1",,mnaranjo@malaga.eu,,L a S de 8:00 a 15:00 h.,,MUNICIPAL,No,No,607705451,,POINT (-4.429782848666741 36.71412581604457),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dac,6220931,,,,,,,-1,0,-1,,,4241,DEA_535,CENTRO DE SALUD Puerta Blanca (espacio atención urgente),"AVENIDA DE GREGORIO DIEGO, 46",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951308519,,POINT (-4.4490651619054065 36.687992684593475),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1dab,6220932,,,,,,,-1,0,-1,,,13725,DEA_358,CENTRO DE USOS MULTIPLES,"PLAZA NIÑA DE LOS PEINES, 1",,dnavas@malaga.eu,,L a V 9:00 a 14:00 y 16:00 a 21:00 h.,,MUNICIPAL,No,No,951929371,,POINT (-4.500709987126703 36.666494202865266),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1daa,6220933,,,,,,,-1,0,-1,,,3218,DEA_059,ÁREA Servicios Operativos (Garita),"CAMINO DE SAN RAFAEL, 99",,msalazar@malaga.eu,,L-D 24 horas,,MUNICIPAL,No,No,951926946,,POINT (-4.45442239864869 36.70417565744307),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da9,6220934,,,,,,,-1,0,-1,,,80042,DEA_797,TOTEM ALAMEDA DE CAPUCHINOS,"ALAMEDA DE CAPUCHINOS, 27",,jtoscano@malaga.eu,,24H,,MUNICIPAL,No,No,,,POINT (-4.41975342793468 36.73026381909169),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da8,6220935,,,,,,,-1,0,-1,,,11933,DEA_394,"TOTEM (C/ Torremolinos, 31)","CALLE TORREMOLINOS, 31",,jtoscano@malaga.eu,,24 HORAS,,MUNICIPAL,No,No,,,POINT (-4.503895474077383 36.66576672098412),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da7,6220936,,,,,,,-1,0,-1,,,3214,DEA_006,"Centro Ciudadano ""Valle Inclan"" Palma (Entrando a la Izquierda)","AVENIDA DE LA PALMILLA, 16",,css5@malaga.eu,,de L a S  8:30  a 20:30 h.,,MUNICIPAL,No,No,952288382,,POINT (-4.426279926736941 36.73792602786984),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da6,6220937,,,,,,,-1,0,-1,,,12944,DEA_447,EDUCACION CPD Nuestra Señora de la Victoria - Colegio Maristas,"PLAZA DE LA VICTORIA, 20",,direccionmalaha@maristasmediterran,,Lunes a Viernes de 7:45H a 14:45H,,PRIVADA,No,No,,,POINT (-4.414030651665922 36.726513783295864),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da5,6220938,,,,,,,-1,0,-1,,,10566,DEA_643,EMPRESA Vals Sport Ave María (Recepción),"AVENIDA DE SOR TERESA PRAT, 53",,,,09:00 – 14:00 / 17:00 – 23:00,,PRIVADA,No,No,951464294,,POINT (-4.44206075269595 36.69616998317024),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da4,6220939,,,,,,,-1,0,-1,,,13046,DEA_476,EDUCACION ESCUELAS DEL AVE MARIA,"AVENIDA DE SOR TERESA PRAT, 51",,escuelasavemaria@escuelasavemaria.com,,L a V 8:00 a 10:00h.,,PRIVADA,No,No,952351322,,POINT (-4.441782827849752 36.69665687161181),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da3,6220940,,,,,,,-1,0,-1,,,4083,DEA_573,EMPRESA Marina Club Mediterráneo.  Entrada,"PASEO DE LEVANTE, 2",,frivera@realclubmediterreaneo.com,,07:00h a 10:30h,,PRIVADA,No,No,661914247,,POINT (-4.412546077329905 36.70885680083037),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da2,6220941,,,,,,,-1,0,-1,,,3901,DEA_185,CENTRO DE ENVEJECIMIENTO SALUDABLE,"PLAZA PEPITO VARGAS, 1",,frmontero@malaga.eu,,24 h.,,MUNICIPAL,No,No,951928434,,POINT (-4.430814022210282 36.72218287537776),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da1,6220942,,,,,,,-1,0,-1,,,12606,DEA_457,Novotel Suites Málaga Centro (Recepción),"CALLE SAN JACINTO, 7",,,,24h,,PRIVADA,No,No,952614296,,POINT (-4.427251223523645 36.71878378704178),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1da0,6220943,,,,,,,-1,0,-1,,,3988,DEA_553,METRO Puesto de Control (Vestíbulo),"CAMINO SANTA INÉS, 1",,j.ocana@metromalaga.es,,24h,,PRIVADA,No,No,952061641,,POINT (-4.533713199017996 36.7209575941153),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d9f,6220944,,,,,,,-1,0,-1,,,9205,DEA_260,Parque Central Los Ruices (SEDE). Los Ruices (CAM- Despacho de coordinadores.),"CAMINO MEDIO AMBIENTAL, 10",,egranadosm@limpiezademalaga.es   sjimenezm@limpiezademalaga.es,,8:00-15:00 (8:00-14:00 en verano). Posibilidad de 24h contactando con Puesto de Báscula.,,PRIVADA,No,No,951440200,,POINT (-4.5030512733052035 36.72731564289378),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d9e,6220945,,,,,,,-1,0,-1,,,9207,DEA_262,"Centro Ambiental de Málaga Los Ruices (Entrada, dentro el edificio situado enfrente de garita de báscula junto a la puerta)","CAMINO MEDIO AMBIENTAL, 10",,egranadosm@limpiezademalaga.es   sjimenezm@limpiezademalaga.es,,"8:00h – 15:00h (8:00h – 14:00h horario de verano).
Posibilidad de acceso 24h contactando con Puesto de
Báscula.",,PRIVADA,No,No,951440200,,POINT (-4.503155982636528 36.72863399049139),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d9d,6220946,,,,,,,-1,0,-1,,,7140,DEA_213,"Centro Ciudadano Tiro de Pichón "" Narda Alcantara"" (Hall a la derecha)","CALLE RÍO TÁVORA, 2",,paqui.quintana07@gmail.com,,L a V 8:00 a 20:00  y S 8:00 a 17:00 h.,,MUNICIPAL,No,No,667809935,,POINT (-4.453541586163037 36.71223442880303),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d9c,6220947,,,,,,,-1,0,-1,,,3514,DEA_651,UMA Facultad  Estudios Sociales y Comercio (Conserjería),"AVENIDA FRANCISCO TRUJILLO VILLANUEVA, 1",,,,"L-V de 8 a 21 h.
",,PRIVADA,No,No,951952150,,POINT (-4.495350245680149 36.715253885242355),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d9b,6220948,,,,,,,-1,0,-1,,,3515,DEA_652,UMA Facultad  Estudios Sociales y Comercio (Biblioteca),"AVENIDA FRANCISCO TRUJILLO VILLANUEVA, 1",,,,"L-V de 8 a 21 h.
",,UMA,No,No,952132413,,POINT (-4.495922580673646 36.71523397298131),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d9a,127174907,,,,,,,-1,0,-1,,,,A18H-06975,Bus 717. Matrícula: 5967KRB. Línea:8. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.427080967000966 36.7170078765787),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d99,127174908,,,,,,,-1,0,-1,,,,A19G-09208,Bus 731. Matrícula: 8425LCM. Línea:8. Actualizado el 18/05/2026 a las 12:00:23,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.3880882000008326 36.7223354925972),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d98,127174909,,,,,,,-1,0,-1,,,,A17L-11757,Bus 712. Matrícula: 5733KBW. Línea:4. Actualizado el 18/05/2026 a las 12:00:11,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.432037383000981 36.713877176567884),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d97,127174910,,,,,,,-1,0,-1,,,,A18B-01782,Bus 715. Matrícula: 3156KCB. Línea:4. Actualizado el 18/05/2026 a las 12:00:10,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.445004517001031 36.71155942655983),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d96,127174911,,,,,,,-1,0,-1,,,,A18B-01908,Bus 713. Matrícula: 2908KCB. Línea:4. Actualizado el 18/05/2026 a las 12:00:16,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.463832100001108 36.71730400957958),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d95,127174912,,,,,,,-1,0,-1,,,,A23B-09255,Bus 756. Matrícula: 0209MGP. Línea:21. Actualizado el 18/05/2026 a las 12:01:37,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.472904067001141 36.73250855963194),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d94,127174913,,,,,,,-1,0,-1,,,,A18H-06996,Bus 639. Matrícula: 2406JBC. Línea:21. Actualizado el 18/05/2026 a las 12:00:10,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.480349383001175 36.73781457665018),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d93,127174914,,,,,,,-1,0,-1,,,,A18H-06965,Bus 637. Matrícula: 2413JBC. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:48,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.452344433001061 36.70325079253111),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d92,127174915,,,,,,,-1,0,-1,,,,A23B-09219,Bus 759. Matrícula: 7862MHM. Línea:21. Actualizado el 18/05/2026 a las 12:01:27,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.414256850000921 36.72005515958927),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d91,127174916,,,,,,,-1,0,-1,,,,A23B-09257,Bus 757. Matrícula: 7679MHM. Línea:2. Actualizado el 18/05/2026 a las 12:01:18,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4217654830009465 36.74883542668832),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d90,127174917,,,,,,,-1,0,-1,,,,A23B-09234,Bus 766. Matrícula: 8433MJF. Línea:21. Actualizado el 18/05/2026 a las 12:00:25,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4968623000012435 36.75971184272539),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d8f,127174918,,,,,,,-1,0,-1,,,,A23B-09131,Bus 767. Matrícula: 0767MJT. Línea:14. Actualizado el 18/05/2026 a las 12:02:00,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.42783191700097 36.71666192657752),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d8e,127174919,,,,,,,-1,0,-1,,,,A23B-09142,Bus 768. Matrícula: 0724MJT. Línea:71. Actualizado el 18/05/2026 a las 12:00:56,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.415532450000925 36.73282359263327),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d8d,127174920,,,,,,,-1,0,-1,,,,A23B-09561,Bus 769. Matrícula: 0744MJT. Línea:32. Actualizado el 18/05/2026 a las 12:00:58,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4001096170008696 36.7255943096084),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d8c,127174921,,,,,,,-1,0,-1,,,,A23B-09235,Bus 770. Matrícula: 9192MJF. Línea:33. Actualizado el 18/05/2026 a las 12:00:48,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.410347300000906 36.720955959592395),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d8b,127174922,,,,,,,-1,0,-1,,,,A23B-09555,Bus 771. Matrícula: 0703MJT. Línea:33. Actualizado el 18/05/2026 a las 12:00:15,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.378574900000803 36.72326090960044),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d8a,127174923,,,,,,,-1,0,-1,,,,A23B-08395,Bus 772. Matrícula: 0790MJT. Línea:2. Actualizado el 18/05/2026 a las 12:01:53,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4249898500009595 36.73353264263566),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d89,127174924,,,,,,,-1,0,-1,,,,A23B-09253,Bus 773. Matrícula: 8642MJF. Línea:72. Actualizado el 18/05/2026 a las 12:01:48,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.437650983001004 36.71877885958477),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d88,127174925,,,,,,,-1,0,-1,,,,A23B-09471,Bus 774. Matrícula: 8506MJF. Línea:21. Actualizado el 18/05/2026 a las 12:00:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.429166650000975 36.720219109589756),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d87,127174926,,,,,,,-1,0,-1,,,,A25D-00210,Bus 791. Matrícula: 8873NCW. Línea:62. Actualizado el 18/05/2026 a las 12:00:07,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.49311856700123 36.74900700968861),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d86,127174927,,,,,,,-1,0,-1,,,,A25D-00141,Bus 792. Matrícula: 8874NCW. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:07,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.45257118300106 36.70269935952921),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d85,127174928,,,,,,,-1,0,-1,,,,A25D-00026,Bus 793. Matrícula: 8875NCW. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:01:48,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.373559117000788 36.721432826594146),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d84,127174929,,,,,,,-1,0,-1,,,,A25D-00026,Bus 794. Matrícula: 9433NCW. Línea:37. Actualizado el 18/05/2026 a las 12:00:57,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.415789883000923 36.72942454262154),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d83,127174930,,,,,,,-1,0,-1,,,,A25D-00134,Bus 795. Matrícula: 9436NCW. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:26,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.464552833001109 36.70618617654122),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d82,127174931,,,,,,,-1,0,-1,,,,A25D-00097,Bus 796. Matrícula: 9435NCW. Línea:34. Actualizado el 18/05/2026 a las 12:00:58,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-0.0000000000711828 0),,44
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d81,127174932,,,,,,,-1,0,-1,,,,A25D-00287,Bus 797. Matrícula: 9437NCW. Línea:73. Actualizado el 18/05/2026 a las 12:01:58,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.389615183000838 36.727542909615146),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d80,127174933,,,,,,,-1,0,-1,,,,A25D-00278,Bus 800. Matrícula: 9440NCW. Línea:40. Actualizado el 18/05/2026 a las 12:01:13,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.446397983001036 36.68378155946387),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d7f,127174934,,,,,,,-1,0,-1,,,,A25D-00288,Bus 801. Matrícula: 9513NCW. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:26,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.469466483001129 36.69866780951522),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d7e,127174935,,,,,,,-1,0,-1,,,,A25D-00282,Bus 803. Matrícula: 9572NCW. Línea:34. Actualizado el 18/05/2026 a las 12:00:28,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-0.0000000000711828 0),,44
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d7d,127174936,,,,,,,-1,0,-1,,,,A25F-03202,Bus 809. Matrícula: 1872NGT. Línea:20. Actualizado el 18/05/2026 a las 12:00:04,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.444116950001029 36.70997700955437),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d7c,127174937,,,,,,,-1,0,-1,,,,A25F-04513,Bus 810. Matrícula: 1871NGT. Línea:20. Actualizado el 18/05/2026 a las 12:02:00,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.421801150000946 36.7466679266809),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d7b,127174938,,,,,,,-1,0,-1,,,,A25F-09268,Bus 819. Matrícula: 1711NJM. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:11,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.468160750001128 36.698840726515826),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d7a,127174939,,,,,,,-1,0,-1,,,,A25F-09386,Bus 821. Matrícula: 1712NJM. Línea:72. Actualizado el 18/05/2026 a las 12:00:20,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.422179567000946 36.73133555962809),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d79,127174940,,,,,,,-1,0,-1,,,,A18H-06974,Bus 724. Matrícula: 9211KRN. Línea:8. Actualizado el 18/05/2026 a las 12:01:49,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.421767300000948 36.71778394258139),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d78,127174941,,,,,,,-1,0,-1,,,,A25F-04547,Bus 811. Matrícula: 6086NHJ. Línea:20. Actualizado el 18/05/2026 a las 12:01:00,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.474877217001152 36.698963892516225),,80
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d77,127174942,,,,,,,-1,0,-1,,,,A25F-04805,Bus 812. Matrícula: 6087NHJ. Línea:Sin servicio. Actualizado el 18/05/2026 a las 12:00:55,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-0.0000000000711828 0),,44
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1d76,127174943,,,,,,,-1,0,-1,,,,A25F-04812,Bus 818. Matrícula: 9971NJF. Línea:20. Actualizado el 18/05/2026 a las 12:00:05,,,,Inspector de servicio en puesto de controol SAE en Camino San Rafael,L-M-X-J-V-S-D de 06:00h de la mañana a 02:00h de madrugada,,EMT,,,952367212,,POINT (-4.4248832000009575 36.717058659578875),,80
